Year,Faculty,Department,Module,CalGroup,Activity,Group,Day,Period,Building,BuildingName,Room,Alloc,Capacity,Max,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,4,THU,5,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,4,THU,6,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,4,THU,7,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,5,WED,5,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,5,WED,6,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,5,WED,7,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,6,MON,5,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,6,MON,6,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,6,MON,7,29,LIFE SCIENCE BUILDING,C4,0,55,55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,7,THU,5,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,7,THU,6,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,7,THU,7,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,8,MON,5,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,8,MON,6,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,8,MON,7,29,LIFE SCIENCE BUILDING,C2,0,61,61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,9,THU,5,29,LIFE SCIENCE BUILDING,C1,0,90,53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,9,THU,6,29,LIFE SCIENCE BUILDING,C1,0,90,53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Practical,9,THU,7,29,LIFE SCIENCE BUILDING,C1,0,90,53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,1,MON,4,17,DENTISTRY PRE-CLINICAL,T5A,0,30,30,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,2,MON,4,11,LECTURE HALLS GH,GH3.14,0,24,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,3,MON,4,11,LECTURE HALLS GH,GH3.7,0,18,18,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,4,MON,4,8,LECTURE HALLS D,DL11,0,20,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,5,MON,4,11,LECTURE HALLS GH,GH3.11,0,30,30,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,6,TUE,4,17,DENTISTRY PRE-CLINICAL,T5A,0,30,30,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,7,TUE,4,17,DENTISTRY PRE-CLINICAL,T5B,0,48,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,8,TUE,4,17,DENTISTRY PRE-CLINICAL,T5C,0,60,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,9,FRI,4,11,LECTURE HALLS GH,GH3.8,0,18,18,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,11,FRI,4,11,LECTURE HALLS GH,GH3.2,0,17,17,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,12,FRI,4,11,LECTURE HALLS GH,GH3.3,0,24,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,13,WED,4,12,NEW SCIENCE,CHE1.00,0,100,100,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,15,WED,4,11,LECTURE HALLS GH,GH3.8,0,18,18,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,16,THU,4,17,DENTISTRY PRE-CLINICAL,T5B,0,48,48,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,21,FRI,4,8,LECTURE HALLS D,DL7,0,15,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,24,FRI,4,17,DENTISTRY PRE-CLINICAL,T5A,0,30,30,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,25,FRI,4,17,DENTISTRY PRE-CLINICAL,T5C,0,60,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,26,FRI,4,7,LECTURE HALLS C,C6,0,49,49,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,27,FRI,4,11,LECTURE HALLS GH,GH3.12,0,11,11,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,30,TUE,4,29,LIFE SCIENCE BUILDING,SEM 1D,0,24,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,31,TUE,4,11,LECTURE HALLS GH,GH3.5,0,34,80,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,33,TUE,4,17,DENTISTRY PRE-CLINICAL,A18,0,110,70,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,35,WED,4,17,DENTISTRY PRE-CLINICAL,D13,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,37,MON,4,11,LECTURE HALLS GH,GH3.13,0,17,11,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,38,MON,4,2,OLD SCIENCE,N99,0,80,80,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2014,SCI,BIODIVERSITY & CONSERVATION,LSC141,SEM 1,Tutorial,39,WED,2,12,NEW SCIENCE,SC254,0,40,40,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2014,SCI,BIODIVERSITY & CONSERVATION,LSC142,SEM 2,Lecture,1,MON,2,7,LECTURE HALLS C,C9,0,180,130,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2014,SCI,BIODIVERSITY & CONSERVATION,LSC142,SEM 2,Lecture,1,THU,2,7,LECTURE HALLS C,C9,0,180,130,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
